"RT_ID","SN_B","STOP_CD_B","SN_E","STOP_CD_E","DIST","LMT_SPD"
"VE3CSCA-N2","1","ESTICAA","19","ESTICAA","26103","40"
"VE3CSCE-N2","1","ESTICAA","9","ESTICAA","10409","40"
"VE3CSDB-N2","1","ESTICAA","24","ESTICAA","22424","40"
"VE3CSDI-N2","1","ESTICAA","25","ESTICAA","29408","40"
"VE3CSEL-N2","1","ESTICAA","14","ESTICAA","12809","40"
"VE3CSER-N2","1","ESTICAA","21","ESTICAA","19767","40"
"VE3CSPD-N2","1","ESTICAA","26","ESTICAA","29608","40"
"VE3CSPP-N2","1","ESTICAA","13","ESTICAA","17658","40"
"VE3CSSI-N2","1","ESTICAA","25","ESTICAA","23435","40"
"VE3CSSP-N2","1","ESTICAA","23","ESTICAA","22771","40"
"VE3KAL-NA1","1","ESTICAA","8","ESTICAA","7855","40"
"VE3KVR-NA2","1","ESTICAA","14","ESTICAA","7030","40"
"VE3MED-NA1","1","ESTICAA","6","ESTICAA","4255","40"
"VE3NAC-NA2","1","ESTICAA","8","ESTICAA","13428","40"
"VE3NEC-NA2","1","ESTICAA","19","ESTICAA","19630","40"
"VE3NM1-NA2","1","ESTICAA","12","ESTICAA","16369","40"
"VE3NPB-NA2","1","ESTICAA","19","ESTICAA","19700","40"
"VE3NPO-NA2","1","ESTICAA","7","ESTICAA","13261","40"
"VE3NSB-NA2","1","ESTICAA","7","ESTICAA","13505","40"
"VE3NST-NA2","1","ESTICAA","16","ESTICAA","16591","40"
"VE3NTE-NA2","1","SANTA2A","17","SANTA2A","17118","40"
"VE3NV1-NA2","1","ESTICAA","9","ESTICAA","16764","40"
"VE3NVE-NA2","1","ESTICAA","9","ESTICAA","13778","40"
"VE3SBV-NA2","1","ESTICAA","8","ESTICAA","9815","40"
"VE3SCA-NA2","1","ESTICAA","19","ESTICAA","26103","40"
"VE3SCE-NA2","1","ESTICAA","9","ESTICAA","10409","40"
"VE3SDB-CR2","1","ESTICAA","24","ESTICAA","22424","40"
"VE3SDI-NA2","1","ESTICAA","25","ESTICAA","29408","40"
"VE3SEL-NA2","1","ESTICAA","14","ESTICAA","12809","40"
"VE3SER-LB2","1","ESTICAA","21","ESTICAA","19767","40"
"VE3SPD-NA2","1","ESTICAA","26","ESTICAA","29608","40"
"VE3SPP-LB2","1","ESTICAA","13","ESTICAA","17658","40"
"VE3SSI-CR2","1","ESTICAA","25","ESTICAA","23435","40"
"VE3SSP-LB2","1","ESTICAA","23","ESTICAA","22771","40"
"VE3TKAL-N1","1","ESTICAA","8","ESTICAA","7855","40"
"VE3TKVR-N2","1","ESTICAA","14","ESTICAA","7030","40"
"VE3TMED-N1","1","ESTICAA","6","ESTICAA","4255","40"
"VE44A2-NA1","1","ESTVARA","9","ESTVARA","6767","40"
"VE44EM-NA1","1","ESTVARA","9","ESTVARA","4072","40"
"VE44PC-NA1","1","ESTVARA","9","ESTVARA","8215","40"
"VE44PH-NA1","1","ESTVARA","8","ESTVARA","6128","40"
"VE44PT-NA1","1","ESTVARA","9","ESTVARA","4963","40"
"VE4COA2-N1","1","ESTVARA","9","ESTVARA","6767","40"
"VE4COEM-P1","1","ESTVARA","9","ESTVARA","4072","40"
"VE4COPC-N1","1","ESTVARA","9","ESTVARA","8215","40"
"VE4COPH-N1","1","ESTVARA","8","ESTVARA","6128","40"
"VE4COPT-B1","1","ESTVARA","9","ESTVARA","4963","40"
"VE4MED-NA1","1","ESTVARA","11","ESTVARA","5246","40"
"VE4TMED-P1","1","CONVE3A","11","CONVE3A","5246","60"
"VE4VAL-NA1","1","ESTVARA","11","ESTVARA","8836","40"
"VE4VE3-NA1","1","ESTVARA","4","ESTVARA","981","40"
"VE4VEAL-N1","1","ESTVARA","11","ESTVARA","8836","40"
"VE4VEE3-P1","1","ESTVARA","4","ESTVARA","981","40"
"VEC0AZ-NA2","1","ESTACAA","5","ESTACAA","2025","40"
"VEC0BN-NA2","1","ESTACAA","22","ESTACAA","10143","40"
"VEC0CH-NA2","1","ESTACAA","40","ESTACAA","23048","40"
"VECARV1-N2","1","ESTACAA","11","ESTACAA","6112","40"
"VECCCAZ-N2","1","ESTACAA","5","ESTACAA","2025","40"
"VECCCBN-N2","1","ESTACAA","22","ESTACAA","10143","40"
"VECCCC6-N2","1","ESTACAA","33","ESTACAA","16415","40"
"VECCCCH-N2","1","ESTACAA","40","ESTACAA","23048","40"
"VECCNAL-N1","1","ESTACAA","18","ESTACAA","23000","40"
"VECCNEM-N1","1","ESTACAA","26","ESTACAA","21384","40"
"VECCNPC-N1","1","ESTACAA","24","ESTACAA","29768","40"
"VECCNPH-N1","1","ESTACAA","18","ESTACAA","20136","40"
"VECFV1-NA2","1","ESTACAA","11","ESTACAA","6112","40"
"VECINPB-N2","1","ESTACAA","2","ESTACAA","70","40"
"VECMC-I","1","VERAN3A","43","VERAN3A","16870","40"
"VECMC-R","1","MERMACA","43","MERMACA","17565","60"
"VECNAL-NA1","1","ESTACAA","18","ESTACAA","23000","40"
"VECNEM-NA1","1","ESTACAA","26","ESTACAA","21384","40"
"VECNPC-NA1","1","ESTACAA","19","ESTACAA","24774","40"
"VECNPH-NA1","1","ESTACAA","18","ESTACAA","20136","40"
"VECRAE-NA2","1","ESTACAA","21","ESTACAA","8992","40"
"VECREA-NA2","1","ESTACAA","12","ESTACAA","4028","40"
"VECROAE-N2","1","GONTK1A","21","GONTK1A","8992","60"
"VECROEA-N2","1","ESTACAA","12","ESTACAA","4028","40"
"VECROPO-N2","1","ESTACAA","19","ESTACAA","8601","40"
"VECROSB-N2","1","ESTACAA","18","ESTACAA","9494","40"
"VECRPO-NA2","1","ESTACAA","19","ESTACAA","8601","40"
"VECRSB-NA2","1","ESTACAA","18","ESTACAA","9494","40"
"VECZPB-NA2","1","ESTACAA","2","ESTACAA","70","40"
"VEDAAA2-P1","1","DORAD1A","3","DORAD1A","9993","60"
"VEDAAAL-N1","1","DORAD1A","2","DORAD1A","8781","60"
"VEDAAEM-N1","1","DORAD1A","11","DORAD1A","8168","60"
"VEDAAMC-P1","1","DORAD1A","11","DORAD1A","7781","60"
"VEDAAPH-P1","1","DORAD1A","2","DORAD1A","5912","60"
"VEDAFPC-P1","1","DORAD1A","8","DORAD1A","15564","60"
"VEDIPT-NA1","1","DORAD1A","16","DORAD1A","11442","60"
"VEDLA2-NA1","1","DORAD1A","3","DORAD1A","9993","60"
"VEDLAL-NA1","1","DORAD1A","2","DORAD1A","8781","60"
"VEDLEM-NA1","1","DORAD1A","11","DORAD1A","8168","60"
"VEDLMC-NA1","1","DORAD1A","11","DORAD1A","7781","60"
"VEDLPC-NA1","1","DORAD1A","3","DORAD1A","10570","60"
"VEDLPH-NA1","1","DORAD1A","2","DORAD1A","5912","60"
"VEDME3-NA1","1","DORAD1A","8","DORAD1A","4209","60"
"VEDME4-NA1","1","DORAD1A","9","DORAD1A","3657","60"
"VEDTME3-N1","1","DORAD1A","8","DORAD1A","4209","60"
"VEDTME4-N1","1","DORAD1A","9","DORAD1A","3657","60"
"VEDVBPT-P1","1","DORAD1A","16","DORAD1A","11442","60"
"VEJDAPP-N2","1","ESTAD1A","10","ESTAD1A","4367","40"
"VEJJAJ2-N2","1","ESTAD1A","2","ESTAD1A","705","40"
"VEJJJ2-NA2","1","ESTAD1A","2","ESTAD1A","705","40"
"VEJUPP-NA2","1","ESTAD1A","10","ESTAD1A","4367","40"
"VEKAL-I","1","VERAN3A","42","VERAN3A","17982","40"
"VEKAL-R","1","ALBROCC","43","ALBROCC","19508","40"
"VEKMA-I","1","ERVCE3A","40","ERVCE3A","14593","30"
"VEKMA-R","1","ESTAMAM","39","ESTAMAM","14006","40"
"VEM4PC-NA1","1","ESTAMAA","2","ESTAMAA","4414","40"
"VEM4PT-NA1","1","ESTAMAA","7","ESTAMAA","4146","40"
"VEM4PU-NA1","1","ESTAMAA","7","ESTAMAA","4624","40"
"VEMAAED-N1","1","ESTAMAA","3","ESTAMAA","9555","40"
"VEMAL-DI","1","VERAN3A","38","VERAN3A","19309","40"
"VEMAL-DR","1","LOCER2A","39","LOCER2A","21384","60"
"VEMCNAC-N2","1","ESTAMAA","6","ESTAMAA","16909","40"
"VEMCNEC-N2","1","ESTAMAA","18","ESTAMAA","22517","40"
"VEMCNP2-N2","1","ESTAMAA","16","ESTAMAA","32152","40"
"VEMCNPB-N2","1","ESTAMAA","17","ESTAMAA","23181","40"
"VEMCNPN-N2","1","ESTAMAA","5","ESTAMAA","17946","40"
"VEMCNPO-N2","1","ESTAMAA","5","ESTAMAA","16742","40"
"VEMCNSB-N2","1","ESTAMAA","6","ESTAMAA","16392","40"
"VEMCNVE-N2","1","ESTAMAA","7","ESTAMAA","17259","40"
"VEMCOPC-N1","1","ESTAMAA","2","ESTAMAA","4414","40"
"VEMCOPT-R1","1","ESTAMAA","7","ESTAMAA","4146","40"
"VEMCOPU-N1","1","ESTAMAA","7","ESTAMAA","4624","40"
"VEMCS-I","1","VERAN3A","34","VERAN3A","12940","40"
"VEMCS-R","1","VVETK2A","35","VVETK2A","12735","60"
"VEMCSCE-N2","1","ESTAMAA","14","ESTAMAA","14191","40"
"VEMCSCP-N2","1","ESTAMAA","23","ESTAMAA","21707","40"
"VEMCSDR-R2","1","ESTAMAA","27","ESTAMAA","30307","40"
"VEMCSER-N2","1","ESTAMAA","22","ESTAMAA","19931","40"
"VEMCSES-N2","1","ESTAMAA","34","ESTAMAA","31847","40"
"VEMCSJV-R2","1","ESTAMAA","21","ESTAMAA","21271","40"
"VEMCSLR-N2","1","ESTAMAA","14","ESTAMAA","17811","40"
"VEMCSMX-R2","1","ESTAMAA","19","ESTAMAA","25657","40"
"VEMCSNI-R2","1","ESTAMAA","32","ESTAMAA","34689","40"
"VEMCSP4-N2","1","ESTAMAA","41","ESTAMAA","40395","40"
"VEMCSP6-N2","1","ESTAMAA","21","ESTAMAA","27145","40"
"VEMCSPD-N2","1","ESTAMAA","27","ESTAMAA","29772","40"
"VEMCSPP-N2","1","ESTAMAA","14","ESTAMAA","17822","40"
"VEMCSVL-N2","1","ESTAMAA","13","ESTAMAA","18117","40"
"VEMCSXA-N2","1","ESTAMAA","21","ESTAMAA","21568","40"
"VEMKE3-NA1","1","ESTAMAA","6","ESTAMAA","6782","40"
"VEMKE4-NA1","1","ESTAMAA","8","ESTAMAA","5801","40"
"VEMKVR-NA2","1","ESTAMAA","17","ESTAMAA","9661","40"
"VEMLED-NA1","1","ESTAMAA","3","ESTAMAA","9555","40"
"VEMMMS-NA2","1","ESTAMAA","21","ESTAMAA","10887","40"
"VEMNAC-NA2","1","ESTAMAA","6","ESTAMAA","16909","40"
"VEMNEC-NA2","1","ESTAMAA","18","ESTAMAA","22517","40"
"VEMNP2-NA2","1","ESTAMAA","16","ESTAMAA","32152","40"
"VEMNPB-NA2","1","ESTAMAA","17","ESTAMAA","23181","40"
"VEMNPN-NA2","1","ESTAMAA","5","ESTAMAA","17946","40"
"VEMNPO-NA2","1","ESTAMAA","5","ESTAMAA","16742","40"
"VEMNSB-NA2","1","ESTAMAA","6","ESTAMAA","16392","40"
"VEMNVE-NA2","1","ESTAMAA","7","ESTAMAA","17259","40"
"VEMOA2-NA1","1","ESTAMAA","2","ESTAMAA","2559","40"
"VEMOAL-NA1","1","ESTAMAA","3","ESTAMAA","4032","40"
"VEMOMC-NA1","1","ESTAMAA","2","ESTAMAA","558","40"
"VEMOPH-NA1","1","ESTAMAA","3","ESTAMAA","2564","40"
"VEMOTA2-R1","1","ESTAMAA","2","ESTAMAA","2559","40"
"VEMOTAL-N1","1","ESTAMAA","3","ESTAMAA","4032","40"
"VEMOTMC-R1","1","ESTAMAA","2","ESTAMAA","558","40"
"VEMOTPH-N1","1","ESTAMAA","3","ESTAMAA","2564","40"
"VEMSCE-NA2","1","ESTAMAA","14","ESTAMAA","14191","40"
"VEMSCP-CR2","1","ESTAMAA","23","ESTAMAA","21707","40"
"VEMSDR-NA2","1","ESTAMAA","27","ESTAMAA","30307","40"
"VEMSER-CR2","1","ESTAMAA","22","ESTAMAA","19931","40"
"VEMSES-NA2","1","ESTAMAA","34","ESTAMAA","31847","40"
"VEMSJV-CR2","1","ESTAMAA","21","ESTAMAA","21271","40"
"VEMSLR-LB2","1","ESTAMAA","14","ESTAMAA","17811","40"
"VEMSMX-NA2","1","ESTAMAA","19","ESTAMAA","25657","40"
"VEMSNI-NA2","1","ESTAMAA","32","ESTAMAA","34689","40"
"VEMSP4-NA2","1","ESTAMAA","41","ESTAMAA","40395","40"
"VEMSP6-CR2","1","ESTAMAA","21","ESTAMAA","27145","40"
"VEMSPD-NA2","1","ESTAMAA","27","ESTAMAA","29772","40"
"VEMSPP-LB2","1","ESTAMAA","14","ESTAMAA","17822","40"
"VEMSVL-CR2","1","ESTAMAA","13","ESTAMAA","18117","40"
"VEMSXA-CR2","1","ESTAMAA","21","ESTAMAA","21568","40"
"VEMTKE3-N1","1","ESTAMAA","6","ESTAMAA","6782","40"
"VEMTKE4-R1","1","ESTAMAA","8","ESTAMAA","5801","40"
"VEMTKVR-N2","1","ESTAMAA","17","ESTAMAA","9661","40"
"VEMTMMS-R2","1","ESTAMAA","21","ESTAMAA","10887","40"
"VEPCNPC-N1","1","PODERTA","13","PODERTA","26522","40"
"VEPCNPH-N1","1","PODERTA","7","PODERTA","16890","40"
"VEPINM1-B2","1","PODERTA","13","PODERTA","4453","40"
"VEPINPO-N2","1","PODERTA","16","PODERTA","5423","40"
"VEPINST-N2","1","PODERTA","2","PODERTA","520","40"
"VEPINTE-N2","1","PODERTA","2","PODERTA","734","40"
"VEPINV1-R2","1","PODERTA","13","PODERTA","4071","40"
"VEPNPC-NA1","1","PODERTA","8","PODERTA","21528","40"
"VEPNPH-NA1","1","PODERTA","7","PODERTA","16890","40"
"VEPPAE-NA2","1","PODERTA","18","PODERTA","5814","40"
"VEPPAZ-NA2","1","PODERTA","24","PODERTA","11150","40"
"VEPPBN-NA2","1","PODERTA","41","PODERTA","19268","40"
"VEPPEC-NA2","1","PODERTA","21","PODERTA","9135","40"
"VEPPLA-NA2","1","PODERTA","16","PODERTA","5986","40"
"VEPPPB-NA2","1","PODERTA","21","PODERTA","9205","40"
"VEPPSB-NA2","1","PODERTA","13","PODERTA","3685","40"
"VEPSBAE-N2","1","PODERTA","18","PODERTA","5814","40"
"VEPSBAZ-N2","1","PODERTA","24","PODERTA","11150","40"
"VEPSBBN-N2","1","PODERTA","41","PODERTA","19268","40"
"VEPSBEC-N2","1","PODERTA","21","PODERTA","9135","40"
"VEPSBLA-B2","1","PODERTA","16","PODERTA","5986","40"
"VEPSBPB-N2","1","PODERTA","21","PODERTA","9205","40"
"VEPSBSB-N2","1","PODERTA","13","PODERTA","3685","40"
"VEPZM1-NA2","1","PODERTA","13","PODERTA","4453","40"
"VEPZPO-NA2","1","PODERTA","16","PODERTA","5423","40"
"VEPZST-NA2","1","PODERTA","2","PODERTA","520","40"
"VEPZTE-NA2","1","PODERTA","2","PODERTA","734","40"
"VEPZV1-NA2","1","PODERTA","13","PODERTA","4071","40"
"VERCNAL-N1","1","ESTAPAA","9","ESTAPAA","29323","40"
"VERCSBV-N2","1","ESTAPAA","15","ESTAPAA","13968","40"
"VERCSC5-N1","1","ESTAPAA","18","ESTAPAA","19924","40"
"VERCSCE-N2","1","ESTAPAA","15","ESTAPAA","13449","40"
"VERCSCV-N1","1","ESTAPAA","18","ESTAPAA","19572","40"
"VERCSEM-N1","1","ESTAPAA","23","ESTAPAA","22050","40"
"VERCSPC-N1","1","ESTAPAA","23","ESTAPAA","26193","40"
"VERCSPH-N1","1","ESTAPAA","24","ESTAPAA","25561","40"
"VERCSPU-N1","1","ESTAPAA","19","ESTAPAA","19886","40"
"VERD99-NA2","1","ESTAPAA","21","ESTAPAA","11556","40"
"VERDAC1-N2","1","ESTAPAA","6","ESTAPAA","3148","40"
"VERDAEB-N2","1","ESTAPAA","22","ESTAPAA","8799","40"
"VERDAJV-N2","1","ESTAPAA","4","ESTAPAA","1897","40"
"VERDCP-NA2","1","ESTAPAA","5","ESTAPAA","2521","40"
"VERDCU-NA2","1","ESTAPAA","4","ESTAPAA","3679","40"
"VERDD99-N2","1","ESTAPAA","21","ESTAPAA","11556","40"
"VERDDB-NA2","1","ESTAPAA","4","ESTAPAA","2242","40"
"VERDDCP-N2","1","ESTAPAA","5","ESTAPAA","2521","40"
"VERDDCU-N2","1","ESTAPAA","4","ESTAPAA","3679","40"
"VERDDDB-N2","1","ESTAPAA","4","ESTAPAA","2242","40"
"VERDDE1-N2","1","ESTAPAA","5","ESTAPAA","3474","40"
"VERDDEL-N2","1","ESTAPAA","14","ESTAPAA","8963","40"
"VERDDLR-N2","1","ESTAPAA","5","ESTAPAA","3337","40"
"VERDDPP-N2","1","ESTAPAA","11","ESTAPAA","6307","40"
"VERDE1-NA2","1","ESTAPAA","5","ESTAPAA","3474","40"
"VERDEL-NA2","1","SCNTM1A","14","SCNTM1A","8963","60"
"VERDJP2-N2","1","ESTAPAA","8","ESTAPAA","3448","40"
"VERDJSI-N2","1","ESTAPAA","8","ESTAPAA","3244","40"
"VERDLR-NA2","1","ESTAPAA","5","ESTAPAA","3337","40"
"VERDPCA-N2","1","ESTAPAA","17","ESTAPAA","7985","40"
"VERDPMX-N2","1","ESTAPAA","16","ESTAPAA","7375","40"
"VERDPP-NA2","1","ESTAPAA","11","ESTAPAA","6307","40"
"VERDPPD-N2","1","ESTAPAA","24","ESTAPAA","11300","40"
"VERJASP-N2","1","ESTAPAA","13","ESTAPAA","5406","40"
"VERJSP-NA2","1","ESTAPAA","13","ESTAPAA","5406","40"
"VERNAL-NA1","1","ESTAPAA","9","ESTAPAA","29323","40"
"VERSBV-NA2","1","ESTAPAA","15","ESTAPAA","13968","40"
"VERSC5-PT1","1","ESTAPAA","18","ESTAPAA","19924","40"
"VERSCE-NA2","1","ESTAPAA","15","ESTAPAA","13449","40"
"VERSCV-NA1","1","ESTAPAA","18","ESTAPAA","19572","40"
"VERSEM-PT1","1","ESTAPAA","23","ESTAPAA","22050","40"
"VERSPC-PT1","1","ESTAPAA","23","ESTAPAA","26193","40"
"VERSPH-PT1","1","ESTAPAA","24","ESTAPAA","25561","40"
"VERSPU-PT1","1","ESTAPAA","19","ESTAPAA","19886","40"
"VERTCA-NA2","1","ESTAPAA","17","ESTAPAA","7985","40"
"VERTMX-NA2","1","ESTAPAA","16","ESTAPAA","7375","40"
"VERTPD-NA2","1","ESTAPAA","24","ESTAPAA","11300","40"
"VERUC1-NA2","1","ESTAPAA","6","ESTAPAA","3148","40"
"VERUEB-NA2","1","ESTAPAA","22","ESTAPAA","8799","40"
"VERUJV-NA2","1","ESTAPAA","4","ESTAPAA","1897","40"
"VERWP2-NA2","1","ESTAPAA","8","ESTAPAA","3448","40"
"VERWSI-NA2","1","NAZPE2A","8","NAZPE2A","3244","40"
"VES1DO-NA2","1","ESTASIA","16","ESTASIA","6284","40"
"VES1PD-NA2","1","ESTASIA","14","ESTASIA","5107","40"
"VESAP2-NA2","1","ESTASIA","29","ESTASIA","10593","40"
"VESCACA-N2","1","ESTASIA","17","ESTASIA","5977","40"
"VESCAMX-N2","1","COLTO1A","18","COLTO1A","6387","40"
"VESCDDB-N2","1","ESTASIA","32","ESTASIA","14804","40"
"VESCDE1-N2","1","ESTASIA","33","ESTASIA","15676","40"
"VESCDER-N2","1","ESTASIA","30","ESTASIA","12809","40"
"VESCDLR-N2","1","ESTASIA","34","ESTASIA","15757","40"
"VESCDPP-N2","1","ESTASIA","39","ESTASIA","18509","40"
"VESCPDO-N2","1","ESTASIA","16","ESTASIA","6284","40"
"VESCPPD-R2","1","ESTASIA","14","ESTASIA","5107","40"
"VESCSA3-N1","1","ESTASIA","39","ESTASIA","32211","40"
"VESCSBV-N2","1","ESTASIA","28","ESTASIA","23846","40"
"VESCSC5-N1","1","ESTASIA","31","ESTASIA","29802","40"
"VESCSCE-N2","1","ESTASIA","28","ESTASIA","23327","40"
"VESCSEL-N2","1","ESTASIA","37","ESTASIA","25830","40"
"VESCSEM-N1","1","ESTASIA","36","ESTASIA","31928","40"
"VESCSL2-N1","1","ESTASIA","37","ESTASIA","31833","40"
"VESCSMC-R1","1","ESTASIA","36","ESTASIA","31941","40"
"VESCSPC-N1","1","ESTASIA","36","ESTASIA","36071","40"
"VESCSPH-R1","1","ESTASIA","37","ESTASIA","35439","40"
"VESCSPU-N1","1","ESTASIA","32","ESTASIA","29764","40"
"VESCSVV-N1","1","ESTASIA","33","ESTASIA","31300","40"
"VESDAC1-N2","1","ESTASIA","35","ESTASIA","15353","40"
"VESDAJ2-N2","1","ESTASIA","38","ESTASIA","16680","40"
"VESECA-NA2","1","ESTASIA","17","ESTASIA","5977","40"
"VESEMX-NA2","1","ESTASIA","18","ESTASIA","6387","40"
"VESMTP2-N2","1","ESTASIA","29","ESTASIA","10593","40"
"VESSA3-NA1","1","ESTASIA","39","ESTASIA","32211","40"
"VESSBV-NA2","1","ESTASIA","28","ESTASIA","23846","40"
"VESSC5-NA1","1","ESTASIA","31","ESTASIA","29802","40"
"VESSCE-NA2","1","ESTASIA","28","ESTASIA","23327","40"
"VESSEL-NA2","1","ESTASIA","37","ESTASIA","25830","40"
"VESSEM-NA1","1","ESTASIA","36","ESTASIA","31928","40"
"VESSL2-NA1","1","ESTASIA","37","ESTASIA","31833","40"
"VESSMC-NA1","1","ESTASIA","36","ESTASIA","31941","40"
"VESSPC-NA1","1","ESTASIA","36","ESTASIA","36071","40"
"VESSPH-NA1","1","ESTASIA","37","ESTASIA","35439","40"
"VESSPU-NA1","1","ESTASIA","32","ESTASIA","29764","40"
"VESSVV-NA1","1","ESTASIA","33","ESTASIA","31300","40"
"VESUC1-NA2","1","ESTASIA","35","ESTASIA","15353","40"
"VESUJ2-NA2","1","ESTASIA","38","ESTASIA","16680","40"
"VESYDB-NA2","1","ESTASIA","32","ESTASIA","14804","40"
"VESYE1-NA2","1","ESTASIA","33","ESTASIA","15676","40"
"VESYER-NA2","1","ESTASIA","30","ESTASIA","12809","40"
"VESYLR-NA2","1","ESTASIA","34","ESTASIA","15757","40"
"VESYPP-NA2","1","ESTASIA","39","ESTASIA","18509","40"
"VETBL-I","1","VERAN3A","19","VERAN3A","5768","40"
"VETBL-R","1","PBAVE1A","18","PBAVE1A","5605","40"
"VEVAL-DI","1","VERAN3A","46","VERAN3A","20019","40"
"VEVAL-DR","1","ALBROCD","48","ALBROCD","24028","40"
"VEVEC-I","1","VERAN3A","39","VERAN3A","12164","40"
"VEVEC-R","1","HSBCL3A","39","HSBCL3A","13875","60"
"VGECNPJ-N1","1","GESTATA","12","GESTATA","17184","60"
"VGEDPPD-R2","1","GESTATA","23","GESTATA","24027","60"
"VGEROPO-R2","1","GESTATA","9","GESTATA","3697","60"
"VGEROSB-R2","1","GESTATA","12","GESTATA","4638","60"
"VGERPO-NA2","1","GESTATA","9","GESTATA","3697","60"
"VGERSB-NA2","1","GESTATA","12","GESTATA","4638","60"
"VGETPD-NA2","1","GESTATA","23","GESTATA","24027","60"
"VGOINPK-N2","1","ALLSB1A","3","ALLSB1A","3337","60"
"VGOKLG-NA2","1","ALLSB1A","2","ALLSB1A","0","60"
"VGOTKLG-N2","1","ALLSB1A","2","ALLSB1A","928","60"
"VGOTKPB-P2","1","ALLSB1A","55","ALLSB1A","64114","60"
"VGOZPK-NA2","1","ALLSB1A","3","ALLSB1A","3337","60"
"VITPO","1","VILRICA","36","VILRICA","14122","40"
"VJIDAPP-N2","1","ESTAJ1A","10","ESTAJ1A","4367","60"
"VJIJAJR-N2","1","ESTAJ1A","10","ESTAJ1A","4974","60"
"VJIJJR-NA2","1","ESTAJ1A","10","ESTAJ1A","4974","60"
"VJIUPP-NA2","1","ESTAJ1A","10","ESTAJ1A","4367","60"
"VLAARV1-N2","1","ANALA3A","17","ANALA3A","6649","40"
"VLACNEP-N2","1","ANDESLA","20","ANDESLA","6734","30"
"VLACNM1-N2","1","ANDESLA","17","ANDESLA","6353","30"
"VLACNPC-N1","1","ANDESLA","19","ANDESLA","24927","30"
"VLACNPH-N1","1","ANDESLA","13","ANDESLA","15295","30"
"VLACNST-N2","1","ANDESLA","21","ANDESLA","6593","30"
"VLACNTE-N2","1","ANDESLA","20","ANDESLA","7085","30"
"VLAFV1-NA2","1","ANDESLA","17","ANDESLA","6649","30"
"VLANEP-NA2","1","ANDESLA","20","ANDESLA","6734","30"
"VLANM1-NA2","1","ANDESLA","17","ANDESLA","6353","30"
"VLANPC-NA1","1","ANDESLA","19","ANDESLA","19880","30"
"VLANPH-NA1","1","ANDESLA","13","ANDESLA","15295","30"
"VLANST-NA2","1","ANDESLA","21","ANDESLA","6593","30"
"VLANTE-NA2","1","ANDESLA","20","ANDESLA","7085","30"
"VLARAE-NA2","1","ANDESLA","10","ANDESLA","1847","30"
"VLAREC-NA2","1","ANDESLA","25","ANDESLA","9431","30"
"VLAROAE-N2","1","ANDESLA","10","ANDESLA","1847","30"
"VLAROEC-N2","1","ANDESLA","25","ANDESLA","9431","30"
"VLAROPB-N2","1","ANDESLA","26","ANDESLA","9490","30"
"VLAROPO-N2","1","ANDESLA","10","ANDESLA","2365","30"
"VLAROSB-N2","1","ANDESLA","14","ANDESLA","3295","30"
"VLARPB-NA2","1","ANDESLA","26","ANDESLA","9490","30"
"VLARPO-NA2","1","ANDESLA","10","ANDESLA","2365","30"
"VLARSB-NA2","1","ANDESLA","14","ANDESLA","3295","30"
"VLGKGO-NA2","1","PALAG  ","2","PALAG  ","0","60"
"VLGTKGO-N2","1","PALAG  ","2","PALAG  ","300","60"
"VLICNAL-N1","1","PUEBL2A","5","PUEBL2A","26521","60"
"VLICNPC-B1","1","PUEBL2A","11","PUEBL2A","33289","60"
"VLICNPH-B1","1","PUEBL2A","5","PUEBL2A","23657","60"
"VLICSBV-N2","1","PUEBL2A","9","PUEBL2A","10172","60"
"VLICSCE-N2","1","PUEBL2A","10","PUEBL2A","9817","60"
"VLICSEM-N1","1","PUEBL2A","17","PUEBL2A","18254","60"
"VLICSPU-N1","1","PUEBL2A","13","PUEBL2A","16090","60"
"VLIDAVL-N2","1","PUEBL2A","13","PUEBL2A","6184","60"
"VLIDCP-NA2","1","PUEBL2A","8","PUEBL2A","4973","60"
"VLIDDCP-N2","1","PUEBL2A","8","PUEBL2A","4973","60"
"VLIDDER-N2","1","PUEBL2A","7","PUEBL2A","3442","60"
"VLIDDLR-N2","1","PUEBL2A","2","PUEBL2A","753","60"
"VLIDDPP-N2","1","PUEBL2A","8","PUEBL2A","3505","60"
"VLIDDXA-N2","1","PUEBL2A","5","PUEBL2A","3512","60"
"VLIDER-NA2","1","PUEBL2A","7","PUEBL2A","3442","60"
"VLIDJP2-N2","1","PUEBL2A","13","PUEBL2A","6074","60"
"VLIDLR-NA2","1","PUEBL2A","2","PUEBL2A","753","60"
"VLIDPP-NA2","1","PUEBL2A","8","PUEBL2A","3505","60"
"VLIDPPD-N2","1","PUEBL2A","27","PUEBL2A","13752","60"
"VLIDXA-NA2","1","PUEBL2A","5","PUEBL2A","3512","60"
"VLINAL-NA1","1","PUEBL2A","5","PUEBL2A","26521","60"
"VLINPC-NA1","1","PUEBL2A","11","PUEBL2A","28242","60"
"VLINPH-NA1","1","PUEBL2A","5","PUEBL2A","23657","60"
"VLISBV-NA2","1","PUEBL2A","9","PUEBL2A","10172","60"
"VLISCE-NA2","1","PUEBL2A","10","PUEBL2A","9817","60"
"VLISEM-PT1","1","PUEBL2A","17","PUEBL2A","18254","60"
"VLISPU-PT1","1","PUEBL2A","13","PUEBL2A","16090","60"
"VLITPD-NA2","1","PUEBL2A","27","PUEBL2A","13752","60"
